project_id,project_city,project_state,project_sq_ft,type,project_category,construction_category,acf_2023,new_construction_median_sale_price_per_sqft_norm,cost_div_0_sel,cost_div_1_sel,cost_div_2,cost_div_3_sel,cost_div_4,cost_div_5_sel,cost_div_6_sel,cost_div_7_sel,cost_div_8_sel,cost_div_9_sel,cost_div_10,cost_div_11,cost_div_12_sel,cost_div_13,cost_div_14,cost_div_21,cost_div_22,cost_div_23_sel,cost_div_25,cost_div_26,cost_div_27,cost_div_28_sel,cost_div_31,cost_div_32,cost_div_33,cost_div_34,cost_div_35,cost_div_40,cost_div_41_sel,cost_div_42,cost_div_43,cost_div_44,cost_div_46,cost_div_48,has_div_21_cost,has_div_31_cost,has_div_22_cost,has_div_48_cost,line_item_count,total_material_sq_ft,divisions_with_cost,average_line_item_cost,total_project_cost
a9251b4556172706edf5214c03d302da9808700086f078a498166c28c8ff6479,Atlanta,GA,0,Airport Electronic Maintenance,Industrial,Commercial,0.8899999856948853,0.9045442056518249,618436.0,8281705.33,642682.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10501.27,0.0,0.0,0.0,0.0,0.0,6704837.449999999,0.0,0.0,0.0,0.0,431622.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,834489.2494999999,16689784.989999998
650b1c23675a50531c3ff11c4afd205186120a8835c0eb1ab2591a12d4fb27c4,Atlanta,GA,105012,Airport Runways/Taxiway,Civil,"Civil, Infrastructure & Landscaping",0.8899999856948853,0.9045442056518249,132870.0,2169522.79,801787.6,0.0,0.0,0.0,0.0,112331.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209242.0,2443480.9,59480.0,54569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,106225.0,8.0,170950.96257142856,5983283.6899999995
65be7d1eba4558ab0a5e4e3713e37614e0637bd85b6f7a1c33407c677148ac26,Gainesville,FL,176700,Cafeterias,Educational,Commercial,0.8700000047683716,0.9025987242995704,1559240.0,9839814.0,0.0,6788577.0,3538681.0,2121440.0,774340.0,1412183.0,4961467.0,6058188.0,1302644.0,1155815.0,9539645.0,0.0,0.0,141865941.0,238700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8091659.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,108.0,16888982.8919,15.0,1844891.9814814816,199248334.0
1e56c4999e4f21b3a53014da8b46e1df62632ee31c9d17c737c0c23473a1e8f3,San Diego,CA,9942,Cafeterias,Educational,Commercial,1.2300000190734863,2.7449721353545704,146511.0,818803.0,0.0,507168.0,138508.0,70026.0,825199.0,333179.0,372414.0,753447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11844862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,119313.76950000001,10.0,988132.3125,15810117.0
c580450116ea6bedcc22473b543b61299878b91a2064aa254642720afae442de,Castaic,CA,14500,Sports and Fitness Facility,Sports,Commercial,1.2300000190734863,1.0,87346.0,1279971.0,0.0,1318439.0,0.0,1085549.0,1462077.0,261081.0,248741.0,861177.0,0.0,0.0,0.0,0.0,0.0,0.0,24925.0,0.0,0.0,0.0,0.0,26083468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,594414.3137999999,10.0,629091.8076923077,32712774.0
26896e9e9b3e437416038789375501ec9b59da697dcb6465fd932724b71186f9,Bellingham,WA,113205,Custom Residence,Residential,Commercial,1.1200000047683716,1.0,3444000.0,3411000.0,0.0,0.0,0.0,0.0,304000.0,783000.0,538000.0,0.0,855000.0,1850200.0,3158470.0,0.0,0.0,0.0,0.0,70992644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512842.0,4306000.0,2082810.0,2257800.0,1594000.0,854000.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,26663495.5195,15.0,328622.93559322035,96943766.0
8a15f5d92e1fd1cc850b7992fc5639b11079b6ac674a2ed3b86ee074ef35b812,Sioux City,IA,203690,Critical Care Facility,Medical,Commercial,,1.0,1865096.0,14080240.0,0.0,12215452.0,7580896.0,19634594.0,1705482.0,17045812.0,11854336.0,11597422.0,1105954.0,2691930.0,7484234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155509284.0,0.0,0.0,0.0,0.0,0.0,0.0,149120650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,72651760.0458,14.0,1018451.6798029557,413491382.0
5f14ffcf5b8bccdbcd5e052abc3bfb5595d8f822b97890a7b6fc0aff7e884c3d,Pittsburgh,PA,7729,Commemorative and Funeral Monument,Retail,Commercial,1.100000023841858,1.0,166006.0,97769.0,0.0,154764.0,335622.0,181500.0,486630.0,218572.0,250881.0,458245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8972341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,193250.19549999997,10.0,343100.9090909091,11322330.0
28d62bd3984f407f5440467bd1c54d8379c6b6231bb6872da903a436d55baad8,Lancaster,PA,48312,Cafeterias,Educational,Commercial,1.100000023841858,1.0,76939.0,2210044.0,0.0,589382.0,598472.0,1686477.0,158807.0,1397821.0,1564390.0,2674769.0,316575.0,437286.0,2446474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37888506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1304937.9995,13.0,1626435.6875,52045942.0
27e8752bd9a3eb5fed35ee29eb7ea9dc066676f38b5032aa68721ef965ae707d,Linden,PA,810,Custom Residence,Residential,Commercial,1.100000023841858,1.0,62139.0,37672.0,0.0,0.0,0.0,0.0,0.0,25244.0,0.0,0.0,0.0,19419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17865.0,483905.0,20389.0,7767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17013.9117,8.0,26976.0,674400.0
75d67416e5da0c43993931dc8cda28893b45f7c8866445ffe073de0762145bde,Wilkes-Barre,PA,11850,Prisons,Government,Commercial,1.100000023841858,1.0,6098062.0,16494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245762.0,753778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,130352.9713,5.0,619816.0,7437792.0
